x	y
0.596307	-1
1	0.0418102
-0.0936265	1
-1	0.125714
-1	-0.0770168
-0.44107	-1
-1	-0.72772
-0.668205	-1
-0.9633	-1
-0.346947	1
-0.128073	1
-1	0.628579
0.889769	-1
-0.317209	-1
-0.103073	1
-0.336115	-1
1	-0.000682473
0.196635	1
0.269216	-1
-0.0762556	-1
1	0.590009
0.43615	-1
0.899671	1
0.230504	-1
-1	-0.625244
-1	0.0823058
0.280486	-1
0.469771	-1
-1	-0.651477
-0.851774	-1
-0.421736	1
0.882881	1
-0.891326	-1
-1	-0.0116889
0.816113	-1
0.041568	-1
-1	0.673612
0.106266	1
1	-0.0348746
-0.233541	1
-1	-0.219335
0.409475	-1
0.927477	-1
1	0.707987
-0.967837	-1
-1	-0.577959
0.736401	1
0.176608	1
-0.810206	-1
-0.843266	1
1	0.499864
0.0150268	1
-0.812518	-1
0.36974	1
0.307726	-1
0.998177	-1
1	0.0680007
-0.452357	-1
1	-0.970073
-1	-0.364095
1	0.530147
-0.674734	1
0.928183	1
0.208743	-1
-1	-0.946334
0.598917	-1
-0.793311	-1
1	0.191484
-1	0.0134492
0.681883	-1
-1	-0.282217
-1	0.551839
1	0.712246
0.847269	1
-1	-0.363455
-1	-0.123032
0.870188	-1
-0.943625	-1
-1	0.57094
0.36937	1
1	-0.979652
-0.941382	-1
1	-0.531653
0.221674	-1
1	-0.154252
1	0.429896
1	-0.0251032
-0.49385	-1
-1	0.590191
0.155729	-1
0.830167	1
-1	0.64538
-1	-0.859862
-0.865837	-1
-1	0.499148
1	-0.140345
-0.279296	1
-1	0.750788
1	-0.19007
-1	-0.607867
1	0.794263
0.905547	-1
-0.465064	1
0.127864	1
-1	0.653701
0.712374	-1
-1	0.555562
0.22531	-1
1	0.581986
1	-0.882599
-0.282794	-1
1	-0.857551
1	-0.902601
1	-0.0674702
-0.331122	-1
1	-0.172363
-1	-0.491724
1	0.0585483
-0.801683	1
-0.889151	-1
0.0917218	-1
-0.0444694	1
1	-0.78492
1	0.450824
-0.530008	-1
0.0596678	-1
0.0401762	-1
-0.708297	1
1	0.827322
1	0.489906
0.798847	-1
-1	-0.752921
1	-0.468293
-0.143275	1
-0.487638	-1
0.711518	-1
-1	0.427464
-0.248436	-1
0.318019	-1
0.977881	1
0.552146	-1
-1	0.651918
-1	0.771589
-0.261698	-1
-0.307503	1
-1	0.342162
1	0.756473
1	0.903202
0.941356	1
-1	-0.613741
-1	0.393018
-0.302977	1
0.796625	-1
1	-0.301896
0.485616	-1
1	0.469758
-1	-0.170977
-1	0.135084
-1	-0.788037
-1	0.246019
1	0.377459
-1	-0.618408
0.385496	1
1	0.845689
1	-0.547336
-0.426696	1
0.441619	-1
1	-0.51131
1	-0.273484
-0.455607	-1
-0.895404	1
-0.905811	1
-0.481347	-1
0.367296	1
1	-0.293917
-1	0.921815
-1	0.299702
-0.798345	-1
0.261147	-1
0.841234	-1
1	0.0025543
0.598722	1
-1	-0.969095
-1	-0.0772505
-0.315474	-1
0.259823	1
1	0.753818
-1	-0.970397
-1	-0.165839
-0.456821	1
-1	-0.305194
-0.224291	-1
-1	0.611947
-1	-0.116557
0.708106	1
-0.0163028	-1
-1	-0.974103
-1	0.564869
-1	-0.697812
1	-0.484672
-1	0.633006
1	-0.165284
1	0.830389
1	-0.761349
0.382478	-1
0.4786	1
0.376618	1
0.335622	1
-0.0209041	1
-0.0239414	-1
-0.444324	-1
-0.413787	1
1	0.103799
-0.0606431	-1
0.924727	1
1	0.672553
-1	0.245126
-0.936446	-1
1	0.0229619
-0.78739	-1
0.453928	-1
0.519027	-1
1	0.558021
-1	-0.720485
1	0.185503
-1	-0.37592
-1	-0.146784
0.353218	1
-1	-0.36262
0.868809	-1
0.241206	-1
-0.28455	-1
1	-0.846794
0.791269	1
0.66172	1
-0.870588	1
1	-0.966286
1	0.369745
0.576095	-1
1	-0.969783
1	0.795379
0.847743	1
0.306228	1
-0.73171	1
1	0.273154
-0.739769	1
1	0.63318
-0.942201	-1
1	-0.885748
1	0.520973
-1	0.810011
0.619257	-1
1	-0.215948
1	-0.504271
0.867888	1
0.235169	1
0.724888	-1
-0.28874	1
0.260494	1
1	0.943691
1	0.375494
-1	0.0276011
0.452088	-1
0.664433	1
-0.315417	-1
0.2636	1
-1	-0.722021
1	-0.251844
-0.946063	1
0.685109	1
0.772633	-1
1	-0.975194
-0.200763	-1
0.165931	1
-0.223585	1
-0.808723	-1
-0.0097698	-1
-1	-0.520314
0.734521	1
-1	-0.406734
-0.719007	-1
-0.779776	1
-0.489024	1
-0.670002	1
-1	-0.452275
0.415687	-1
-0.954	1
0.70796	-1
1	0.996718
1	0.0671468
1	0.324245
0.753048	1
-0.517444	1
0.444015	1
-1	-0.597052
-1	-0.750586
0.381581	-1
0.54101	1
0.0617831	-1
-1	-0.643304
-0.349344	1
-0.579325	1
0.858292	-1
0.765885	-1
-0.363631	1
1	0.510473
0.84774	-1
0.0606743	1
0.723711	1
0.980411	-1
-0.246972	1
1	-0.947834
1	0.355613
1	-0.188402
-0.618154	1
-0.371046	-1
-1	-0.342629
-0.727507	-1
0.366755	-1
1	0.682451
1	0.75934
0.15704	1
-1	-0.924024
-1	0.545503
-1	-0.651652
0.784021	-1
-1	0.987275
0.107773	1
0.914362	-1
0.102109	1
-0.348287	1
1	-0.179479
-1	-0.155466
1	-0.22356
-1	0.135811
0.914502	-1
-0.0835348	1
0.77893	1
1	-0.324631
-1	-0.831968
-0.526866	1
0.123314	-1
0.930855	-1
0.493274	-1
0.661897	-1
-0.592835	-1
1	0.655151
0.560321	1
1	0.759874
-0.473328	-1
-1	0.598977
0.893821	-1
-1	0.698543
-0.759486	1
1	-0.709203
-0.299544	1
-0.0333003	1
0.265204	-1
1	-0.59731
0.337932	-1
-1	0.387349
-1	0.969098
-0.386204	-1
-0.860292	1
1	0.156239
-0.127777	1
0.0116135	1
0.97252	-1
1	-0.435504
0.553098	1
0.0779696	1
0.877547	-1
0.16305	-1
1	-0.12603
-0.674511	1
0.242745	-1
1	0.634997
-1	0.0199887
1	-0.390437
0.242521	1
-0.0905058	-1
-0.492022	-1
-1	0.634763
1	0.0667825
-0.0205393	1
-1	-0.187007
-0.303711	1
-1	0.116496
-0.326104	-1
1	0.656882
-0.892475	-1
-0.206705	1
-0.571605	1
1	-0.788813
-1	0.868216
-0.594108	1
-1	-0.180191
-0.126834	1
-0.0827887	1
0.92986	-1
1	-9.77516e-05
0.409908	-1
0.22641	1
1	-0.351396
1	-0.0710224
-0.0158666	-1
-1	0.908712
-0.527765	1
-1	0.597055
0.748365	1
1	-0.298399
1	0.52833
1	-0.738719
-1	0.318426
-1	0.916891
-1	0.203357
1	0.288457
-1	0.826438
-1	-0.766197
0.602688	-1
-0.0504383	1
-0.102321	-1
-1	0.522114
-0.39147	1
-0.79006	1
-1	-0.674564
-1	-0.740717
-0.908384	-1
1	0.123109
1	0.542692
0.953682	-1
-1	0.849124
